授权公告号,申请号,法律状态公告日,法律状态,法律状态信息
100375271,200480022969.3,2008.03.12,授权,授权
100375273,200410049317.0,2008.03.12,授权,授权
100375275,03160333.5,2008.03.12,授权,授权
100375277,03137293.7,2008.03.12,授权,授权
100375279,200410031330.3,2008.03.12,授权,授权
100375281,200510082037.4,2008.03.12,授权,授权
100375283,200510075795.3,2008.03.12,授权,授权
100375285,03807655.1,2008.03.12,授权,授权
100375287,03154047.3,2008.03.12,授权,授权
100375289,02104596.8,2008.03.12,授权,授权
100375291,02160516.5,2008.03.12,授权,授权
100375293,03807131.2,2008.03.12,授权,授权
100375295,01110714.6,2008.03.12,授权,授权
100375297,200410091225.9,2008.03.12,授权,授权
100375299,200510094686.6,2008.03.12,授权,授权
100375301,200310113782.1,2008.03.12,授权,授权
100375303,200410071332.5,2008.03.12,授权,授权
100375305,200610114080.9,2008.03.12,授权,授权
100375307,02827290.0,2008.03.12,授权,授权
100375309,02807380.0,2008.03.12,授权,授权
100375311,00818591.3,2008.03.12,授权,授权
100375313,200310115411.7,2008.03.12,授权,授权
100375315,03137196.5,2008.03.12,授权,授权
100375317,03820101.1,2008.03.12,授权,授权
100375319,200510073379.X,2008.03.12,授权,授权
100375321,200410073802.1,2008.03.12,授权,授权
100375323,200410078643.4,2008.03.12,授权,授权
100375325,02802715.9,2008.03.12,授权,授权
100375327,200380109422.2,2008.03.12,授权,授权
100375329,200480005797.9,2008.03.12,授权,授权
100375331,02822608.9,2008.03.12,授权,授权
100375333,01822682.5,2008.03.12,授权,授权
100375335,02802969.0,2008.03.12,授权,授权
100375337,02119852.7,2008.03.12,授权,授权
100375339,03820888.1,2008.03.12,授权,授权
100375341,200510001612.3,2008.03.12,授权,授权
100375343,200410090157.4,2008.03.12,授权,授权
100375345,200380106006.7,2008.03.12,授权,授权
100375347,200310124753.5,2008.03.12,授权,授权
100375349,200410081008.1,2008.03.12,授权,授权
100375351,200410096214.X,2008.03.12,授权,授权
100375353,200510086312.X,2008.03.12,授权,授权
100375355,03817661.0,2008.03.12,授权,授权
100375357,03137898.6,2008.03.12,授权,授权
100375359,02154251.1,2008.03.12,授权,授权
100375361,200410007527.3,2008.03.12,授权,授权
100375363,200410004371.3,2008.03.12,授权,授权
100375365,200410056764.9,2008.03.12,授权,授权
100375367,200510035713.2,2008.03.12,授权,授权
100375369,200410006648.6,2008.03.12,授权,授权
100375371,200610054106.5,2008.03.12,授权,授权
100375373,200380102342.4,2008.03.12,授权,授权
100375375,200410057536.3,2008.03.12,授权,授权
100375377,01823300.7,2008.03.12,授权,授权
100375379,03803836.6,2008.03.12,授权,授权
100375381,200410071152.7,2008.03.12,授权,授权
100375383,200380104603.6,2008.03.12,授权,授权
100375385,03821787.2,2008.03.12,授权,授权
100375387,02807738.5,2008.03.12,授权,授权
100375389,00806990.5,2008.03.12,授权,授权
100375391,200410097093.0,2008.03.12,授权,授权
100375393,03138542.7,2008.03.12,授权,授权
100375395,02820918.4,2008.03.12,授权,授权
100375397,200510001635.4,2008.03.12,授权,授权
100375399,03812012.7,2008.03.12,授权,授权
100375401,200410068869.6,2008.03.12,授权,授权
100375403,200410041328.4,2008.03.12,授权,授权
100375405,200510066097.7,2008.03.12,授权,授权
100375407,03802581.7,2008.03.12,授权,授权
100375409,03806997.0,2008.03.12,授权,授权
100375411,03140829.X,2008.03.12,授权,授权
100375413,200310124473.4,2008.03.12,授权,授权
100375415,02137559.3,2008.03.12,授权,授权
100375417,01119620.3,2008.03.12,授权,授权
100375419,01823530.1,2008.03.12,授权,授权
100375421,03824135.8,2008.03.12,授权,授权
100375423,200410048158.2,2008.03.12,授权,授权
100375425,200410031507.X,2008.03.12,授权,授权
100375427,200410080085.5,2008.03.12,授权,授权
100375429,200410042965.3,2008.03.12,授权,授权
100375431,200510101881.7,2008.03.12,授权,授权
100375433,03139945.2,2008.03.12,授权,授权
100375435,200380103553.X,2008.03.12,授权,授权
100375437,200410059786.0,2008.03.12,授权,授权
100375439,200410086133.1,2008.03.12,授权,授权
100375441,200510004534.2,2008.03.12,授权,授权
100375443,200510011200.8,2008.03.12,授权,授权
100375445,200510040322.X,2008.03.12,授权,授权
100375447,200510064577.X,2008.03.12,授权,授权
100375449,200510115559.X,2008.03.12,授权,授权
100375451,200380105299.7,2008.03.12,授权,授权
100375453,03810264.1,2008.03.12,授权,授权
100375455,200410042934.8,2008.03.12,授权,授权
100375457,200410088898.9,2008.03.12,授权,授权
100375459,200510069345.3,2008.03.12,授权,授权
100375461,98120744.8,2008.03.12,授权,授权
100375463,03802309.1,2008.03.12,授权,授权
100375465,200410066868.8,2008.03.12,授权,授权
100375467,02111375.0,2008.03.12,授权,授权
100375469,03801666.4,2008.03.12,授权,授权
100375471,200410095004.9,2008.03.12,授权,授权
100375473,99108448.9,2008.03.12,授权,授权
100375475,94103143.8,2008.03.12,授权,授权
100375477,200310117611.6,2008.03.12,授权,授权
100375479,00803355.2,2008.03.12,授权,授权
100375481,02137080.X,2008.03.12,授权,授权
100375483,02137800.2,2008.03.12,授权,授权
100375485,200310117666.7,2008.03.12,授权,授权
100375487,200410069236.7,2008.03.12,授权,授权
100375489,200310107209.X,2008.03.12,授权,授权
100375491,200310118228.2,2008.03.12,授权,授权
100375493,97196587.0,2008.03.12,授权,授权
100375495,200410063361.7,2008.03.12,授权,授权
100375497,200410053144.X,2008.03.12,授权,授权
100375499,200410083599.6,2008.03.12,授权,授权
100375501,200580000364.9,2008.03.12,授权,授权
100375503,200610034837.3,2008.03.12,授权,授权
100375505,200510063172.4,2008.03.12,授权,授权
100375507,200510082167.8,2008.03.12,授权,授权
100375509,200410100818.7,2008.03.12,授权,授权
100375511,200310117536.3,2008.03.12,授权,授权
100375513,200410005790.9,2008.03.12,授权,授权
100375515,200410006761.4,2008.03.12,授权,授权
100375517,200510041634.2,2008.03.12,授权,授权
100375519,98124531.5,2008.03.12,授权,授权
100375521,02143736.X,2008.03.12,授权,授权
100375523,02125183.5,2008.03.12,授权,授权
100375525,02821203.7,2008.03.12,授权,授权
100375527,01800822.4,2008.03.12,授权,授权
100375529,01816207.X,2008.03.12,授权,授权
100375531,200510093336.8,2008.03.12,授权,授权
100375533,02820009.8,2008.03.12,授权,授权
100375535,200510055870.X,2008.03.12,授权,授权
100375537,03817222.4,2008.03.12,授权,授权
100375539,01821181.X,2008.03.12,授权,授权
100375541,02826933.0,2008.03.12,授权,授权
100375543,01126325.3,2008.03.12,授权,授权
100375545,03821605.1,2008.03.12,授权,授权
100375547,200610011449.3,2008.03.12,授权,授权
100375549,01132898.3,2008.03.12,授权,授权
100375551,200510051571.9,2008.03.12,授权,授权
100375553,02815733.8,2008.03.12,授权,授权
100375555,200510063592.2,2008.03.12,授权,授权
100375557,200410088406.6,2008.03.12,授权,授权
100375559,200410009278.1,2008.03.12,授权,授权
100375561,200410074682.7,2008.03.12,授权,授权
100375563,200610034470.5,2008.03.12,授权,授权
100375565,99814661.7,2008.03.12,授权,授权
100375567,01816327.0,2008.03.12,授权,授权
100375569,02145137.0,2008.03.12,授权,授权
100375571,03809263.8,2008.03.12,授权,授权
100375573,200410030000.2,2008.03.12,授权,授权
100375575,200410065337.7,2008.03.12,授权,授权
100375577,200510011337.3,2008.03.12,授权,授权
100375579,200510083126.0,2008.03.12,授权,授权
100375581,01823148.9,2008.03.12,授权,授权
100375583,200410044542.5,2008.03.12,授权,授权
100375585,200410078061.6,2008.03.12,授权,授权
100375587,02156578.3,2008.03.12,授权,授权
100375589,03823654.0,2008.03.19,授权,授权
100375591,200610048958.3,2008.03.19,授权,授权
100375593,200610053604.8,2008.03.19,授权,授权
100375595,200410043727.4,2008.03.19,授权,授权
100375597,200510094390.4,2008.03.19,授权,授权
100375599,03809241.7,2008.03.19,授权,授权
100375601,200610016719.X,2008.03.19,授权,授权
100375603,03822756.8,2008.03.19,授权,授权
100375605,03144470.9,2008.03.19,授权,授权
100375607,200510056296.X,2008.03.19,授权,授权
100375609,200510051499.X,2008.03.19,授权,授权
100375611,200510072178.8,2008.03.19,授权,授权
100375613,200510073253.2,2008.03.19,授权,授权
100375615,200510075163.7,2008.03.19,授权,授权
100375617,200510087059.X,2008.03.19,授权,授权
100375619,200510019212.5,2008.03.19,授权,授权
100375621,200510029129.6,2008.03.19,授权,授权
100375623,200310108825.7,2008.03.19,授权,授权
100375625,200610088090.X,2008.03.19,授权,授权
100375627,03156365.1,2008.03.19,授权,授权
100375629,200610020931.3,2008.03.19,授权,授权
100375631,200510076630.8,2008.03.19,授权,授权
100375633,200410041733.6,2008.03.19,授权,授权
100375635,200610018790.1,2008.03.19,授权,授权
100375637,200510105575.0,2008.03.19,授权,授权
100375639,03825214.7,2008.03.19,授权,授权
100375641,200510019774.X,2008.03.19,授权,授权
100375643,200410048103.1,2008.03.19,授权,授权
100375645,200510035314.6,2008.03.19,授权,授权
100375647,200410087015.2,2008.03.19,授权,授权
100375649,200510115862.X,2008.03.19,授权,授权
100375651,200610018843.X,2008.03.19,授权,授权
100375653,200410064124.2,2008.03.19,授权,授权
100375655,200610018672.0,2008.03.19,授权,授权
100375657,200510023258.4,2008.03.19,授权,授权
100375659,200510116822.7,2008.03.19,授权,授权
100375661,03823828.4,2008.03.19,授权,授权
100375663,200510017830.6,2008.03.19,授权,授权
100375665,200510047187.1,2008.03.19,授权,授权
100375667,200510047269.6,2008.03.19,授权,授权
100375669,200510026087.0,2008.03.19,授权,授权
100375671,02823662.9,2008.03.19,授权,授权
100375673,03140406.5,2008.03.19,授权,授权
100375675,200310112537.9,2008.03.19,授权,授权
100375677,200410045238.2,2008.03.19,授权,授权
100375679,03801578.1,2008.03.19,授权,授权
100375681,03806059.0,2008.03.19,授权,授权
100375683,200380104136.7,2008.03.19,授权,授权
100375685,200410080835.9,2008.03.19,授权,授权
100375687,200410006609.6,2008.03.19,授权,授权
100375689,200510019959.0,2008.03.19,授权,授权
100375691,200510018721.6,2008.03.19,授权,授权
100375693,200510079659.1,2008.03.19,授权,授权
100375695,200410045231.0,2008.03.19,授权,授权
100375697,200510053071.9,2008.03.19,授权,授权
100375699,200510009194.2,2008.03.19,授权,授权
100375701,200410052868.2,2008.03.19,授权,授权
100375703,200410060891.6,2008.03.19,授权,授权
100375705,200510060791.8,2008.03.19,授权,授权
100375707,02824426.5,2008.03.19,授权,授权
100375709,200510024742.9,2008.03.19,授权,授权
100375711,200510024904.9,2008.03.19,授权,授权
100375713,200510121380.5,2008.03.19,授权,授权
100375715,200610013458.6,2008.03.19,授权,授权
100375717,200610109366.8,2008.03.19,授权,授权
100375719,200510094819.X,2008.03.19,授权,授权
100375721,200510080206.0,2008.03.19,授权,授权
100375723,03817372.7,2008.03.19,授权,授权
100375725,200610012070.4,2008.03.19,授权,授权
100375727,200510116942.7,2008.03.19,授权,授权
100375729,200480019172.8,2008.03.19,授权,授权
100375731,200610019127.3,2008.03.19,授权,授权
100375733,200510027497.7,2008.03.19,授权,授权
100375735,200610134183.1,2008.03.19,授权,授权
100375737,200510028818.5,2008.03.19,授权,授权
100375739,00135375.6,2008.03.19,授权,授权
100375741,03803401.8,2008.03.19,授权,授权
100375743,200380100277.1,2008.03.19,授权,授权
100375745,98809181.X,2008.03.19,授权,授权
100375747,200410090205.X,2008.03.19,授权,授权
100375749,200510018611.X,2008.03.19,授权,授权
100375751,03149656.3,2008.03.19,授权,授权
100375753,200510038096.1,2008.03.19,授权,授权
100375755,200510015062.0,2008.03.19,授权,授权
100375757,200610013329.7,2008.03.19,授权,授权
100375759,03826495.1,2008.03.19,授权,授权
100375761,200610018534.2,2008.03.19,授权,授权
100375763,200610049372.9,2008.03.19,授权,授权
100375765,200510024161.5,2008.03.19,授权,授权
100375767,03151446.4,2008.03.19,授权,授权
100375769,200610050422.5,2008.03.19,授权,授权
100375771,200510023377.X,2008.03.19,授权,授权
100375773,200610018183.5,2008.03.19,授权,授权
100375775,200510044930.8,2008.03.19,授权,授权
100375777,200480012825.X,2008.03.19,授权,授权
100375779,200510086473.9,2008.03.19,授权,授权
100375781,200510012194.8,2008.03.19,授权,授权
100375783,200510030197.4,2008.03.19,授权,授权
100375785,200610045771.8,2008.03.19,授权,授权
100375787,02822215.6,2008.03.19,授权,授权
100375789,200480018780.7,2008.03.19,授权,授权
100375791,200610050700.7,2008.03.19,授权,授权
100375793,200610049105.1,2008.03.19,授权,授权
100375795,200510132724.2,2008.03.19,授权,授权
100375797,200510077289.8,2008.03.19,授权,授权
100375799,03814458.1,2008.03.19,授权,授权
100375801,200510029742.8,2008.03.19,授权,授权
100375803,02104358.2,2008.03.19,授权,授权
100375805,02104377.9,2008.03.19,授权,授权
100375807,02123849.9,2008.03.19,授权,授权
100375809,02123847.2,2008.03.19,授权,授权
100375811,02123853.7,2008.03.19,授权,授权
100375813,02158134.7,2008.03.19,授权,授权
100375815,02124240.2,2008.03.19,授权,授权
100375817,02124238.0,2008.03.19,授权,授权
100375819,02124243.7,2008.03.19,授权,授权
100375821,200410102711.6,2008.03.19,授权,授权
100375823,200610025497.8,2008.03.19,授权,授权
100375825,200610052958.0,2008.03.19,授权,授权
100375827,200410066721.9,2008.03.19,授权,授权
100375829,00802106.6,2008.03.19,授权,授权
100375831,200410097981.2,2008.03.19,授权,授权
100375833,200510089052.1,2008.03.19,授权,授权
100375835,98811439.9,2008.03.19,授权,授权
100375837,03826677.6,2008.03.19,授权,授权
100375839,03129784.6,2008.03.19,授权,授权
100375841,03129812.5,2008.03.19,授权,授权
100375843,03129822.2,2008.03.19,授权,授权
100375845,200410006698.4,2008.03.19,授权,授权
100375847,02158640.3,2008.03.19,授权,授权
100375849,03130124.X,2008.03.19,授权,授权
100375851,03130460.5,2008.03.19,授权,授权
100375853,03822755.X,2008.03.19,授权,授权
100375855,200510068985.2,2008.03.19,授权,授权
100375857,200410099149.6,2008.03.19,授权,授权
100375859,200410036989.8,2008.03.19,授权,授权
100375861,200410098603.6,2008.03.19,授权,授权
100375863,03123381.3,2008.03.19,授权,授权
100375865,98802017.3,2008.03.19,授权,授权
100375867,200310107375.X,2008.03.19,授权,授权
100375869,200310120839.0,2008.03.19,授权,授权
100375871,200310117895.9,2008.03.19,授权,授权
100375873,03129710.2,2008.03.19,授权,授权
100375875,200580000683.X,2008.03.19,授权,授权
100375877,200610050767.0,2008.03.19,授权,授权
100375879,200510089407.7,2008.03.19,授权,授权
100375881,03109670.0,2008.03.19,授权,授权
100375883,200510037725.9,2008.03.19,授权,授权
100375885,200410078539.5,2008.03.19,授权,授权
100375887,200510070150.0,2008.03.19,授权,授权
100375889,200480018738.5,2008.03.19,授权,授权
100375891,200510086376.X,2008.03.19,授权,授权
100375893,200480015656.5,2008.03.19,授权,授权
100375895,200410051391.6,2008.03.19,授权,授权
100375897,200580000324.4,2008.03.19,授权,授权
100375899,200510060683.0,2008.03.19,授权,授权
100375901,200510062257.0,2008.03.19,授权,授权
100375903,200410043965.5,2008.03.19,授权,授权
100375905,02149773.7,2008.03.19,授权,授权
100375907,200410046375.8,2008.03.19,授权,授权
100375909,200480017154.6,2008.03.19,授权,授权
100375911,200480000995.6,2008.03.19,授权,授权
100375913,200510067837.9,2008.03.19,授权,授权
100375915,200410102355.8,2008.03.19,授权,授权
100375917,03124885.3,2008.03.19,授权,授权
100375919,200510124722.9,2008.03.19,授权,授权
100375921,200410042413.2,2008.03.19,授权,授权
100375923,200510062873.6,2008.03.19,授权,授权
100375925,02157052.3,2008.03.19,授权,授权
100375927,03138485.4,2008.03.19,授权,授权
100375929,03147711.9,2008.03.19,授权,授权
100375931,200480001426.3,2008.03.19,授权,授权
100375933,200410104926.1,2008.03.19,授权,授权
100375935,200410097433.X,2008.03.19,授权,授权
100375937,200410086691.8,2008.03.19,授权,授权
100375939,200410033741.6,2008.03.19,授权,授权
100375941,200510034782.1,2008.03.19,授权,授权
100375943,03160317.3,2008.03.19,授权,授权
100375945,200310114301.9,2008.03.19,授权,授权
100375947,200480019682.5,2008.03.19,授权,授权
100375949,200410001267.9,2008.03.19,授权,授权
100375951,200610020906.5,2008.03.19,授权,授权
100375953,200510066989.7,2008.03.19,授权,授权
100375955,200310110814.2,2008.03.19,授权,授权
100375957,200510090000.6,2008.03.19,授权,授权
100375959,200610026226.4,2008.03.19,授权,授权
100375961,200510082633.2,2008.03.19,授权,授权
100375963,200510083260.0,2008.03.19,授权,授权
100375965,200510033501.0,2008.03.19,授权,授权
100375967,02829870.5,2008.03.19,授权,授权
100375969,02102467.7,2008.03.19,授权,授权
100375971,99124867.8,2008.03.19,授权,授权
100375973,03141512.1,2008.03.19,授权,授权
100375975,200510116624.0,2008.03.19,授权,授权
100375977,99122830.8,2008.03.19,授权,授权
100375979,200510083016.4,2008.03.19,授权,授权
100375981,02143750.5,2008.03.19,授权,授权
100375983,200510086549.8,2008.03.19,授权,授权
100375985,200480009534.5,2008.03.19,授权,授权
100375987,200610054247.7,2008.03.19,授权,授权
100375989,200510123288.2,2008.03.19,授权,授权
100375991,200310118857.5,2008.03.19,授权,授权
100375993,200510071744.3,2008.03.19,授权,授权
100375995,200510084605.4,2008.03.19,授权,授权
100375997,03154582.3,2008.03.19,授权,授权
100375999,200480014275.5,2008.03.19,授权,授权
100376001,200480025010.5,2008.03.19,授权,授权
100376003,200410076630.3,2008.03.19,授权,授权
100376005,200410031561.4,2008.03.19,授权,授权
100376007,200410037203.4,2008.03.19,授权,授权
100376009,200510098683.X,2008.03.19,授权,授权
100376011,200510111917.X,2008.03.19,授权,授权
100376013,200510072162.7,2008.03.19,授权,授权
100376015,200410067942.8,2008.03.19,授权,授权
100376017,200310109456.3,2008.03.19,授权,授权
100376019,200310108274.4,2008.03.19,授权,授权
100376021,200310122918.5,2008.03.19,授权,授权
100376023,200410028396.7,2008.03.19,授权,授权
100376025,03817980.6,2008.03.19,授权,授权
100376027,03147076.9,2008.03.19,授权,授权
100376029,03142926.2,2008.03.19,授权,授权
100376031,200310122357.9,2008.03.19,授权,授权
100376033,200310104363.1,2008.03.19,授权,授权
100376035,200410049729.4,2008.03.19,授权,授权
100376037,200510000400.3,2008.03.19,授权,授权
100376039,200410090922.2,2008.03.19,授权,授权
100376041,03800686.3,2008.03.19,授权,授权
100376043,200410090000.1,2008.03.19,授权,授权
100376045,02802657.8,2008.03.19,授权,授权
100376047,200510011284.5,2008.03.19,授权,授权
100376049,200310109864.9,2008.03.19,授权,授权
100376051,200610013834.1,2008.03.19,授权,授权
100376053,02122072.7,2008.03.19,授权,授权
100376055,02802749.3,2008.03.19,授权,授权
100376057,200410034531.9,2008.03.19,授权,授权
100376059,02819311.3,2008.03.19,授权,授权
100376061,200510010482.X,2008.03.19,授权,授权
100376063,200510025962.3,2008.03.19,授权,授权
100376065,03801074.7,2008.03.19,授权,授权
100376067,200510010569.7,2008.03.19,授权,授权
100376069,200610029201.X,2008.03.19,授权,授权
100376071,200310106757.0,2008.03.19,授权,授权
100376073,02116622.6,2008.03.19,授权,授权
100376075,00101158.8,2008.03.19,授权,授权
100376077,200510125428.X,2008.03.19,授权,授权
100376079,200510010574.8,2008.03.19,授权,授权
100376081,200480019014.2,2008.03.19,授权,授权
100376083,02108051.8,2008.03.19,授权,授权
100376085,200610050824.5,2008.03.19,授权,授权
100376087,200510091545.9,2008.03.19,授权,授权
100376089,200510091544.4,2008.03.19,授权,授权
100376091,200410050834.X,2008.03.19,授权,授权
100376093,02155686.5,2008.03.19,授权,授权
100376095,200310103084.3,2008.03.19,授权,授权
100376097,200510090887.9,2008.03.19,授权,授权
100376099,02829212.X,2008.03.19,授权,授权
100376101,200510116698.4,2008.03.19,授权,授权
100376103,200510109483.X,2008.03.19,授权,授权
100376105,200510132146.2,2008.03.19,授权,授权
100376107,200510089987.X,2008.03.19,授权,授权
100376109,02825762.6,2008.03.19,授权,授权
100376111,200510109163.4,2008.03.19,授权,授权
100376113,200510063159.9,2008.03.19,授权,授权
100376115,02144058.1,2008.03.19,授权,授权
100376117,00106801.6,2008.03.19,授权,授权
100376119,200510090252.9,2008.03.19,授权,授权
100376121,200510129173.4,2008.03.19,授权,授权
100376123,200410005861.5,2008.03.19,授权,授权
100376125,03129813.3,2008.03.19,授权,授权
100376127,200510056522.4,2008.03.19,授权,授权
100376129,200610105040.8,2008.03.26,授权,授权
100376131,200480003315.6,2008.03.26,授权,授权
100376133,200610040734.8,2008.03.26,授权,授权
100376135,200410035457.2,2008.03.26,授权,授权
100376137,200510011052.X,2008.03.26,授权,授权
100376139,200410018272.0,2008.03.26,授权,授权
100376141,200380103644.3,2008.03.26,授权,授权
100376143,00100333.X,2008.03.26,授权,授权
100376145,200610039101.5,2008.03.26,授权,授权
100376147,200610018493.7,2008.03.26,授权,授权
100376149,200410066136.9,2008.03.26,授权,授权
100376151,200510042181.5,2008.03.26,授权,授权
100376153,200310119737.7,2008.03.26,授权,授权
100376155,200610012554.9,2008.03.26,授权,授权
100376157,200510094389.1,2008.03.26,授权,授权
100376159,200510094387.2,2008.03.26,授权,授权
100376161,200510040398.2,2008.03.26,授权,授权
100376163,200510060752.8,2008.03.26,授权,授权
100376165,200410035207.9,2008.03.26,授权,授权
100376167,200610049235.5,2008.03.26,授权,授权
100376169,200610009915.4,2008.03.26,授权,授权
100376171,200610050211.1,2008.03.26,授权,授权
100376173,200510003289.3,2008.03.26,授权,授权
100376175,200510040894.8,2008.03.26,授权,授权
100376177,200510034938.6,2008.03.26,授权,授权
100376179,200510130890.9,2008.03.26,授权,授权
100376181,200410004181.1,2008.03.26,授权,授权
100376183,200380108967.1,2008.03.26,授权,授权
100376185,200480000129.7,2008.03.26,授权,授权
100376187,03821774.0,2008.03.26,授权,授权
100376189,200610038250.X,2008.03.26,授权,授权
100376191,200610077156.5,2008.03.26,授权,授权
100376193,200610039869.2,2008.03.26,授权,授权
100376195,200410033946.4,2008.03.26,授权,授权
100376197,200410055685.6,2008.03.26,授权,授权
100376199,03801315.0,2008.03.26,授权,授权
100376201,200510073923.0,2008.03.26,授权,授权
100376203,00808321.5,2008.03.26,授权,授权
100376205,200610076050.3,2008.03.26,授权,授权
100376207,200410032152.6,2008.03.26,授权,授权
100376209,200510070191.X,2008.03.26,授权,授权
100376211,200410031247.6,2008.03.26,授权,授权
100376213,03806621.1,2008.03.26,授权,授权
100376215,03147547.7,2008.03.26,授权,授权
100376217,200610034773.7,2008.03.26,授权,授权
100376219,200610034775.6,2008.03.26,授权,授权
100376221,200510046476.X,2008.03.26,授权,授权
100376223,200410024785.2,2008.03.26,授权,授权
100376225,200410058791.X,2008.03.26,授权,授权
100376227,03805058.7,2008.03.26,授权,授权
100376229,200410024115.0,2008.03.26,授权,授权
100376231,200510055203.1,2008.03.26,授权,授权
100376233,01805836.1,2008.03.26,授权,授权
100376235,200510136528.2,2008.03.26,授权,授权
100376237,200510136532.9,2008.03.26,授权,授权
100376239,200510136543.7,2008.03.26,授权,授权
100376241,200510136548.X,2008.03.26,授权,授权
100376243,02827029.0,2008.03.26,授权,授权
100376245,200510075895.6,2008.03.26,授权,授权
100376247,200480019606.4,2008.03.26,授权,授权
100376249,02104648.4,2008.03.26,授权,授权
100376251,200510135552.4,2008.03.26,授权,授权
100376253,200510136556.4,2008.03.26,授权,授权
100376255,200510044308.7,2008.03.26,授权,授权
100376257,200510021429.X,2008.03.26,授权,授权
100376259,200510072047.X,2008.03.26,授权,授权
100376261,200510200500.0,2008.03.26,授权,授权
100376263,200510136412.9,2008.03.26,授权,授权
100376265,200510107367.4,2008.03.26,授权,授权
100376267,200510011060.4,2008.03.26,授权,授权
100376269,200510128020.8,2008.03.26,授权,授权
100376271,200510038524.0,2008.03.26,授权,授权
100376273,200510136414.8,2008.03.26,授权,授权
100376275,200610042650.8,2008.03.26,授权,授权
100376277,200610014324.6,2008.03.26,授权,授权
100376279,200510135244.1,2008.03.26,授权,授权
100376281,200510136410.X,2008.03.26,授权,授权
100376283,200410022869.2,2008.03.26,授权,授权
100376285,200510036468.7,2008.03.26,授权,授权
100376287,200610042651.2,2008.03.26,授权,授权
100376289,00808966.3,2008.03.26,授权,授权
100376291,99809954.6,2008.03.26,授权,授权
100376293,200380107689.8,2008.03.26,授权,授权
100376295,02135801.X,2008.03.26,授权,授权
100376297,200510094419.9,2008.03.26,授权,授权
100376299,02819802.6,2008.03.26,授权,授权
100376301,03133599.3,2008.03.26,授权,授权
100376303,200480027581.2,2008.03.26,授权,授权
100376305,200380107198.3,2008.03.26,授权,授权
100376307,03108158.4,2008.03.26,授权,授权
100376309,200410077618.4,2008.03.26,授权,授权
100376311,200510048216.6,2008.03.26,授权,授权
100376313,200610050347.2,2008.03.26,授权,授权
100376315,200610034622.1,2008.03.26,授权,授权
100376317,200510110586.8,2008.03.26,授权,授权
100376319,200510032358.3,2008.03.26,授权,授权
100376321,200510043197.8,2008.03.26,授权,授权
100376323,200510060269.X,2008.03.26,授权,授权
100376325,03820738.9,2008.03.26,授权,授权
100376327,200610025293.4,2008.03.26,授权,授权
100376329,200480002635.X,2008.03.26,授权,授权
100376331,200410032967.4,2008.03.26,授权,授权
100376333,200510005353.1,2008.03.26,授权,授权
100376335,200410006663.0,2008.03.26,授权,授权
100376337,200510046822.4,2008.03.26,授权,授权
100376339,200510101756.6,2008.03.26,授权,授权
100376341,200510007167.1,2008.03.26,授权,授权
100376343,200610047184.2,2008.03.26,授权,授权
100376345,200510004635.X,2008.03.26,授权,授权
100376347,200510054203.X,2008.03.26,授权,授权
100376349,200510061252.6,2008.03.26,授权,授权
100376351,02801536.3,2008.03.26,授权,授权
100376353,200380100694.6,2008.03.26,授权,授权
100376355,200410103541.3,2008.03.26,授权,授权
100376357,200510031427.9,2008.03.26,授权,授权
100376359,02105940.3,2008.03.26,授权,授权
100376361,03825770.X,2008.03.26,授权,授权
100376363,200510023220.7,2008.03.26,授权,授权
100376365,200510005603.1,2008.03.26,授权,授权
100376367,02822275.X,2008.03.26,授权,授权
100376369,02130514.5,2008.03.26,授权,授权
100376371,03820241.7,2008.03.26,授权,授权
100376373,200610043995.5,2008.03.26,授权,授权
100376375,200410068083.4,2008.03.26,授权,授权
100376377,200410030249.3,2008.03.26,授权,授权
100376379,200510037781.2,2008.03.26,授权,授权
100376381,03826318.1,2008.03.26,授权,授权
100376383,200510122897.6,2008.03.26,授权,授权
100376385,200510073349.9,2008.03.26,授权,授权
100376387,02821604.0,2008.03.26,授权,授权
100376389,03800803.3,2008.03.26,授权,授权
100376391,200610024761.6,2008.03.26,授权,授权
100376393,03808201.2,2008.03.26,授权,授权
100376395,200410064408.1,2008.03.26,授权,授权
100376397,200510073959.9,2008.03.26,授权,授权
100376399,200410089646.8,2008.03.26,授权,授权
100376401,200410102223.5,2008.03.26,授权,授权
100376403,200410071634.2,2008.03.26,授权,授权
100376405,200310120661.X,2008.03.26,授权,授权
100376407,200410095063.6,2008.03.26,授权,授权
100376409,200310118729.0,2008.03.26,授权,授权
100376411,03134340.6,2008.03.26,授权,授权
100376413,03826056.5,2008.03.26,授权,授权
100376415,200510006474.8,2008.03.26,授权,授权
100376417,200410005260.4,2008.03.26,授权,授权
100376419,200380103195.2,2008.03.26,授权,授权
100376421,200510077784.9,2008.03.26,授权,授权
100376423,01137772.0,2008.03.26,授权,授权
100376425,200380108971.8,2008.03.26,授权,授权
100376427,200310114175.7,2008.03.26,授权,授权
100376429,200480011217.7,2008.03.26,授权,授权
100376431,200380100666.4,2008.03.26,授权,授权
100376433,200410069606.7,2008.03.26,授权,授权
100376435,200510091722.3,2008.03.26,授权,授权
100376437,200510080732.7,2008.03.26,授权,授权
100376439,03815827.2,2008.03.26,授权,授权
100376441,200510038748.1,2008.03.26,授权,授权
100376443,200480003383.2,2008.03.26,授权,授权
100376445,200380109325.3,2008.03.26,授权,授权
100376447,200410030437.6,2008.03.26,授权,授权
